category	text																										
Non-anti-LGBT+ content	Bullshit  judgement																										
Non-anti-LGBT+ content	Exactly priyadharshan bro																										
Non-anti-LGBT+ content	Nenga romga correct ah pesuringa....																										
Homophobic	Yathiku support pandringa appo unga Anna thmbi kuda valuinga la think paneparuinga																										
Non-anti-LGBT+ content	@Mani kanta r Mani aavigal is America Solanki sir  hii																										
Non-anti-LGBT+ content	Vara Laval poga Bro 🤩😁																										
Non-anti-LGBT+ content	Any girl online																										
Non-anti-LGBT+ content	Vera level nadippu da saaamy!!!																										
Non-anti-LGBT+ content	hi good morning eathukku. Muthayathu erantukku aatuhthathu sevan 3 nalluku  muthayathu 1ku aduthathu  ealupathirantu 0 aaru																										
Non-anti-LGBT+ content	Kadavul kapathuvar 🙏																										
Homophobic	Vettoda mapilaiya porathukku sathu pokalam																										
Non-anti-LGBT+ content	@Vishwa  apdingala sir ..semma shocking news pah..																										
Non-anti-LGBT+ content	Dei இது romba thappudaa																										
Non-anti-LGBT+ content	Nice speech and cute ta erukkiga sister   samugam eppativenalum pesum neega tha bold ta   erukkaum sis  god bless you																										
Non-anti-LGBT+ content	Gorgeous beauty sisssss..manasara solraen avlo azhagu kaaaa																										
Non-anti-LGBT+ content	Eana pa.. Ealam English laye pasuranga																										
Non-anti-LGBT+ content	@Srini vasan  Thank you bro																										
Homophobic	தனி மனித ௨ரிமைனு ௭துக்கு சொல்லனும் ஒரு விவஸ்ததையே இல்லையாடா உங்களுக்கு.....	 	 6 arivil irunthu 5 arivu nokkithan poranuga...muttal payaluga...ini familkulaiye sistersah ammava marriage panalamnu solluvanuga... ithuthan sarisamam...sattamnu soluvanuga...muttal kootam... kali yugam naii pandirgal matrithan nadakum																								
Non-anti-LGBT+ content	Nalla manasu kadavul antha akka																										
Non-anti-LGBT+ content	Nenga solrathu correct gavravam than pakuranga sethu vakka matinguranga vazhave pudikala																										
Non-anti-LGBT+ content	Andha akka😍😍 so sweet bayangara so carring 😘																										
Non-anti-LGBT+ content	Inthu avangaloda feelings ungaluku la easy solitu poiduvinga ivory feelings evlo vali yodum vethaniya erukum super sir I love this movie																										
Non-anti-LGBT+ content	@guru moorthi  fine u enna pandringa sapdacha																										
Non-anti-LGBT+ content	Romba nallavangalaa irukangale😟☹️☹️																										
Homophobic	avan aruvisavan avonouku  annoudaya👞👟👞👟👟👟👞💄																										
Non-anti-LGBT+ content	She's beautiful , voice Matum dhan Shruthi Hassan Maari irukku..																										
Non-anti-LGBT+ content	natula evolo case bending iruku intha matter ku mattum udanay zudge ment varu Thu nama nadu engayo pothu																										
Non-anti-LGBT+ content	@M Sankara Narayanan  enna gay ingura pearula vanthu peasuna nambidunuma unna life partner veanunu solriye unmaiya nee marriage pannibiya sollu ethana pearu ipdi kealampi irukkinga																										
Non-anti-LGBT+ content	Dai mahesh bro eppadi irukka?	 Nyabagam irukka naa yarunu 😅																									
Non-anti-LGBT+ content	So cute ma																										
Transphobic	Idhunga maariyadhaya idhungalea kedudhukudhuga saniyanuga pesudhu paaru dash mathriii idhukalalam saavatikanum... Saniya saniya aambalaya yepd pesudhu paaaru mudevi																										
Homophobic	Modhal poi hair valarthi chudi pottu oru ponna ir oru paiyana love pannu unnnna year keakka pora																										
Non-anti-LGBT+ content	Manasatchi orukkura manithar than chromosome problems laa pillainperurangal athukku arovu irukka again rah sollura neegal? Sontham kalyanam kuraochal ithu kuraiyum. Ellarum manithar than. Enakku gay lesbians friends irukkangal athukku avagal thappa illa oru relationship ah nalla neermaiya kondu poorangal. Chromosome thappa pillai petta parents ah thisdukadappa. Sari appdi kalyanam seithu pannina innum oru ponnu payam vaalkaiyil emathham athe neeram orutrara emathi vaalura vaalkai alikkalama ? Therinchu kondu oru ponnu illanpaiyan vaalkayil vilayadinagal koodathu athu oru Chromosom change Land athai ellam net laa search pannamal ithu ean appdi ennu theedi vaaikal ennu than naan solluvan. Reborn panna than sex enna antha neeram oru pillai pers maddum than sex vaichu irukkanum athukku piragu sex life irukka koodathu. Iyarkai patti kathaikka Koda makkalukku urimai illa kaaranam iyarkaiya paathukaakka kooda theriyalla anal ithula maddum iyarkai																										
Non-anti-LGBT+ content	Prakash Durairaj  ni ipdi peasuravanu therijurutha unga Appa manusagala mathikiravagala irutha una peathuruka mataga . my comment ni pearathuruka veanaum thonuthu becs ni avagala manusagala paru																										
Non-anti-LGBT+ content	Otha rosa ponna nalla valurthirka ma																										
Homophobic	Pode thevidiya Munda.. kaalaacharatha keduka vandha naai. Tamil manoda arumai theriyama pesitu iruka. Idhu iyarkaiku against aana vishayamum kooda. Periya thyagi Mari pesuraa. Poi ungomaa kooda lesbian iru.																										
Non-anti-LGBT+ content	Alugathaanda varuthu. Feel aaghuthu																										
Non-anti-LGBT+ content	Unga number pls																										
Transphobic	Venkat Raman 	 9 punda jinjuk poda vanthutan																									
Non-anti-LGBT+ content	Porakama poiruppa simple. Unaku kozhantha iruja																										
Non-anti-LGBT+ content	God bless you sister jesus unkalai nechikkirar																										
Non-anti-LGBT+ content	Pala like 😂																										
Non-anti-LGBT+ content	Ellarume prank channel ipadiye pandringa part1-2 nu																										
Non-anti-LGBT+ content	Mee too kaa																										
Non-anti-LGBT+ content	Intha ponnu kitta ungalukku seriya kelvi ketka theriyala sir. Antha ponnu than athigama pesuthu neenga enna da..!!! Pandey kitta interview kku anuppanum intha ponna!																										
Non-anti-LGBT+ content	Face apidiye girl maari iruku.																										
Homophobic	inum konjal ponah family kuliya sex panlanu soluvangah polah..............................																										
Non-anti-LGBT+ content	We support LGBT																										
Non-anti-LGBT+ content	Great talk.....bravo() no negative comments.....																										
Non-anti-LGBT+ content	Priya yenna good priya																										
Non-anti-LGBT+ content	ne periya yokiyan..ne sonna kadavul keyturvaaru paaru😂😂 poi velaiya paaru da!! nanum enoruthan pesitu Erukum pothu..ne mooka nolaika..yaru koosu enga!! adingaa																										
Non-anti-LGBT+ content	Ninga apd enna sir kalaacharatha kaapaathi kiluchuttinga.. ethanayo kalaachara seeralivu nadakkudhu adha kekka vakkilla vantinga idha kekka																										
Non-anti-LGBT+ content	Enakum oru murai nadanthuchi na train la guindy to beach station ponan apa t.shirt potu ponan enaku mollai pakka ponnu maari erukum apa two pachiyappas boys nalla bodybuilder maari erunthanga apa en pakkathula vanthu ninnu ena pathu oruthan sonna pa semmaiya eruka kadavul enna kodukanumo kachithama koduthurukanu ennoru paiyan valtha evan kuda thaan vaalanum nu apa enaku first time na udanae train vittu erangitan...																										
Non-anti-LGBT+ content	Nan straight paiyan ma, un boyish strong attitude ah paatha enakke poramaiya irukku, nee semmaya irukkanam 😎💪💖👌👍																										
Non-anti-LGBT+ content	Vera level bro neenga.......nalla panringa....neenga ithu Pola eppome Nalla vanthuttute irukkanum bro....																										
Non-anti-LGBT+ content	@Siva Prakasan  vandha meet pannalam cuddalur la enaku friends illa neengathan en nailla friend okay 👍🙏🎉																										
Non-anti-LGBT+ content	sarojaaaaaa mass pandra poo																										
Non-anti-LGBT+ content	Vazir Hussain true																										
Non-anti-LGBT+ content	Ongalukaaga dance aadunaanga.. pppphhhaaaaa Vera level 🥺 andha manasu thaan sir kadavul...																										
Non-anti-LGBT+ content	Semmma troll pa.... chanceyea illa...																										
Non-anti-LGBT+ content	Unmaya semma aluga varudu eda pakumpodu 😥😥😥😥😥😥😥thirunangaigala yarum kindal pannadinga yarum i hope god bless you																										
Non-anti-LGBT+ content	@Canada Vibs  apadi padichi irunthum pathiyama irukane athan kekuraga																										
Non-anti-LGBT+ content	Super  bro																										
Non-anti-LGBT+ content	Super bro vara laval																										
Non-anti-LGBT+ content	oru vengayamum puriyala enna pesurangane 😏😏 ivanga girl ah boy ah atha sollunga first																										
Homophobic	En di thevidea Munda nee epadinalum valnthuko di pund.....athu un istam un urimai di en di nall eyarkaiya valravangala en di thappa pesara di pund.....kilichida poren di engala pathi thapa pesana naanum unna pesathan seiyven athu en urimai																										
Non-anti-LGBT+ content	Yeppa... Nanba nanba nu urugatha.. irritating 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️																										
Non-anti-LGBT+ content	Hi I am from Sri Lanka...... Cute 😍 ❤️❤️ video																										
Non-anti-LGBT+ content	Neenga pana all pranks aa pathutan.. but enaku pidichathu ithuthan🤗❤️... Ipo neenga panra pranks really vera level nanba... Valthukal ❤️❤️																										
Non-anti-LGBT+ content	Oru valiya puthu Mike vangitinga pola																										
Non-anti-LGBT+ content	Aan-pen sex la thaan diseases vara chance adhigam. Gay lesbian sex la diseases ku chances romba kammi ..																										
Non-anti-LGBT+ content	Ungalukum views venuma rytu nadathungaa ..																										
Non-anti-LGBT+ content	Patha kannirr varuthu yallam eiraivan padaippu yaraiyum yarum Kura solla onum illa all r equal Vera level pathivuuu																										
Non-anti-LGBT+ content	loh jen# life na lesbian and gay va irukaratha? Atha nenga solra mari iruku																										
Non-anti-LGBT+ content	@S Ragul  no																										
Non-anti-LGBT+ content	Evangaluku nala job kudutha yen endhe mari thapu pana poranga?? Society la yavalo asingam panuranga theriyuma? But sela per erukanga mosamanavanga transgender.. but na nala transgender pathi soluren... avanglaukum oru gender dhan																										
Non-anti-LGBT+ content	chi.... ivanga mela respect suthama poiduchi... ipo lam ivangala patha irritate avudhu...																										
Non-anti-LGBT+ content	Anupu dhanea yellamea..🙏🙏🙏																										
Non-anti-LGBT+ content	@Jawahar s  work panra thirunangai ku avamanam illai sonthama sambarikren sapdren no pichai ennoda life gowrama ah iruku vallren																										
Non-anti-LGBT+ content	Pls ivanga kitta prank nu solladhinga pls because ivanga romba nallavanga pls but this is so heart touching .oru pen ku kuda ivlo eranguna manasu irukumaanu theriyala but rendum kalandha ivangaluku romba nalla manasu iruku ☺️																										
Non-anti-LGBT+ content	natula evvalavu pirachanai irukku athellam focus pannama ithapoi thevaiya.om namachivaya.																										
Non-anti-LGBT+ content	Neenga romba alaga erukinga																										
Non-anti-LGBT+ content	Transgender ah😱😱😱...sathyama namba mudila...voice tha match agala...																										
Non-anti-LGBT+ content	Voice semma dude																										
Non-anti-LGBT+ content	I am bisexual																										
Non-anti-LGBT+ content	AKKA  NIGA KADAVUL																										
Non-anti-LGBT+ content	Semma super malini Jeevarathanam																										
Non-anti-LGBT+ content	Vera 11 ya prank																										
Non-anti-LGBT+ content	G vera level love you G																										
Non-anti-LGBT+ content	Adhuvum thappu dhan ji! Kaanju poi Kanda aal ah thoduravanga naatla koraiyala!																										
Non-anti-LGBT+ content	Super rompa alaga sonega super ellarukum puriyum																										
Homophobic	evan epdi irupaan nu ini epdi theriyum? enna nu kalyanam panni vaazhradhu. mudiyala da saami																										
Non-anti-LGBT+ content	Super akka I like you																										
Homophobic	@Nagarjun Rajeshwaran  நீ சப்படா.......																										
Non-anti-LGBT+ content	James pothitu poo ne kadha vidatha ne bayapadara alavuku onum thivara vathi illa avangalum onamai oru mandhan enam ...																										
Transphobic	Sava adiga indha nayegalae thirunagai bastard's																										
Non-anti-LGBT+ content	@Padhmini C  good one👏👏																										
Non-anti-LGBT+ content	Gud buddy...be yourself 	 We always with you																									
Non-anti-LGBT+ content	Na ungalukkuu subcribe panni erukkaa yethukkaganaa negaa kadaisiyaa yellarukkuu help pannigalaa athukkagaa ❤❤❤💪💪👍👍👏👏																										
Non-anti-LGBT+ content	Nice you 🔥🔥🔥🔥🔥🔥																										
Non-anti-LGBT+ content	I support LGBTQ																										
Non-anti-LGBT+ content	Thanga moduyala evanga tholla																										
Non-anti-LGBT+ content	Part 2 sekram podunga																										
Non-anti-LGBT+ content	Bro video super....	 Scripted illanu nambura ungala...																									
Non-anti-LGBT+ content	Parentslam edhuvum keekamaatangalo👈😠																										
Non-anti-LGBT+ content	Sema goosebumps video ❤️❤️❤️❤️❤️❤️❤️❤️❤️																										
Non-anti-LGBT+ content	Mohan kumar boss ur age	 r u gay																									
Non-anti-LGBT+ content	avinash Rahul Fkkkk off🖕🏼																										
Non-anti-LGBT+ content	Nalla oru velipunarvu bro, finishing ean podala.																										
Non-anti-LGBT+ content	Andha thirunangai parkum bodhu manasu valikkuthu,																										
Non-anti-LGBT+ content	Apidi podu nee than seriyana kelvi ketta😎																										
Non-anti-LGBT+ content	Mani super congratulations																										
Non-anti-LGBT+ content	@Rajesh R  u from																										
Non-anti-LGBT+ content	Sema bro , antha akka deivathuku samam																										
Non-anti-LGBT+ content	Enakku pidiththa manitharkal avarkalthan																										
Non-anti-LGBT+ content	asiq actress interview pannirundha nalla panirupa pola....																										
Non-anti-LGBT+ content	Supper Anna semma na vaippe illa anna,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭																										
Non-anti-LGBT+ content	Yenga Da kAATAVE illa																										
Non-anti-LGBT+ content	Thamil pesuravan Pichai yedukuran, English pesuravan sambhadhikiran																										
Non-anti-LGBT+ content	Anna super video evlaa nalla irrk theyrimaa indha video !!!  Nigu sethadru solla bodhu Avgaa vuna kaga danc panngu andha our moment super👍  !!!  Anna super video I waiting part 2																										
Non-anti-LGBT+ content	Adiye porambokku,nallaki onnoda_____  ?																										
Non-anti-LGBT+ content	Really ungala patha perumaiya iruku																										
Non-anti-LGBT+ content	Pengal methu ulla paliyal kutram kuraiyum																										
Non-anti-LGBT+ content	Irukuradhe 700 kodi ivalukku latcham kodiyam😵😂2:58																										
Non-anti-LGBT+ content	Hey Editor ponnu Enna diii chlm ellamthaium edit pannita...Paavam AshiQ bayainthu poiee thalli Uikkaainthu erukan paya pulla..😂🤣😂🤣😂🤣																										
Non-anti-LGBT+ content	Yenaku ippadi oru lover illa																										
Transphobic	seruppala adichi entha naaya road la ezuthutu poganum ...public yellam senthu adichey kollanum ombothu naaya ...ethugala mathiri aalalatha  yella thirunangaikalukum asingam ....seruppala adiga public ethugala																										
Non-anti-LGBT+ content	Part 2 eppo varum mattum solluingga please																										
Transphobic	na anga iruntha avana Otha savadichi iruippa antha 9																										
Non-anti-LGBT+ content	😍😍Bro pakka bro👍👌																										
Non-anti-LGBT+ content	Semmaiya sonninga bro																										
Non-anti-LGBT+ content	Great job bro...																										
Non-anti-LGBT+ content	Sema akka God bless you																										
Non-anti-LGBT+ content	😍😍😍🥺nalla akka 🥺😍																										
Transphobic	Theavidiya maganea potta padu mudittu vealaiya paru pool sapi																										
Non-anti-LGBT+ content	Penguin S ,un kelvi la ye pathila soli irrukean paru.																										
Non-anti-LGBT+ content	Spr broo .. 😍😍 aana idhu prank illa motivation maari dhan irukku 💯 nalla irundhachi bro 👍👍 ungalukaga andha akka dance panadhu dhan highlight na kida adhu varikkum summa dhan pathan avanga dance pana udane andha dialoge ketadhum udane like pannitan 😍💯 all the best ❣️❣️																										
Non-anti-LGBT+ content	Ellathaiyum sollalapa oru sila per ipadithaan panranga.ipadi oruthrku help pana poi naan matikiten ipa dollunga help panuna en mela thappa illa elathuyum pudingikita avanga mela thappa																										
Non-anti-LGBT+ content	I'm waiting 🧐 adutha part-2 ku😍																										
Non-anti-LGBT+ content	@life experience  tq so much vera level reply																										
Non-anti-LGBT+ content	Maalini jeevarathinam 	 Rendu ponnunga  aan thunai illama  oru  kolanthaya  paththu kattu  pakla (Uusi pottu kulantha pakka kudathu?)																									
Non-anti-LGBT+ content	Bro neenga vera leavel Transgender next god																										
Transphobic	Sharupala adikkunam Pisa karenay niga																										
Transphobic	1:47 Itha panniruntha nallarukum👇	 	 Avanga:nee paka paiyan maari iruka?	 	 You:neengalum paaka ponnu mari than irukinga nan nambalaya?	 😂😂😂😂Sorry😂😂😂😂																					
Non-anti-LGBT+ content	9: 20 vara lavel amma niga unga kal la viludhu aasirvadhem vanganum																										
Non-anti-LGBT+ content	I'm Anish boy but I have transgender friends avanga romba nallavanga , nallaa pesuvaanga .yenakku romba pudikkum avangala. Man=woman=transgender. All r equal																										
Non-anti-LGBT+ content	swetha k ,ellame solla urimai irruku nu solra titta kudathunum nu solra,appo nee thane loosu.																										
Non-anti-LGBT+ content	@Chen Nila   super																										
Non-anti-LGBT+ content	Nan oru chicken stall panna poren .. And welding work theyriuma ungaluku theyrinja sollunga nan kudukuren yellarukum kudukura salary nan kudukuren...																										
Non-anti-LGBT+ content	Ama evala allathu avana pathalaa dp vantha matheri iruku....😂😂😂																										
Non-anti-LGBT+ content	Love u akka.feel panathiga..ellarum oru naal purunjukkuvaanga..love u akka																										
Non-anti-LGBT+ content	Austin Shaji thavarana karuthu																										
Non-anti-LGBT+ content	Dhanush mari iruku... 🤔																										
Non-anti-LGBT+ content	ipola yela frank chanalum part parta eduka arambichudinga.. 🤔🤭 but irunthalu sup bro..  keep rocking💞																										
Non-anti-LGBT+ content	Andha akka ku nalla manasu 🙏🙏																										
Non-anti-LGBT+ content	Bro nengalum part 2 va.......🤣🤣🤣🤣																										
Homophobic	Don't support LGBT																										
Non-anti-LGBT+ content	Video konjam long ah edunga seekirama mudinjiruchi																										
Non-anti-LGBT+ content	Thirunangai amma ungaluku ayiram kodi vanakkangal.. amma love you❤️																										
Non-anti-LGBT+ content	Andha Manasu Tha Sir 🙏																										
Non-anti-LGBT+ content	Damn  feel vomiting																										
Non-anti-LGBT+ content	Anbum, unmayum ullavargal mattum tha ulagin uyarndha manidhargal.... Unga alugaya kuda thanga mudiyadha manasu....😢😢😢																										
Non-anti-LGBT+ content	Nee oru aalu 	 Dammi....																									
Non-anti-LGBT+ content	swetha k ,freedom naa enna venumnalum seiyalama ,dress illama kuda varuviya nu ketta...unga vitula vara sollu nu solra ,appo nee payangaramana loosu Thane?																										
Non-anti-LGBT+ content	nee anuppu kutty na call panuran  chall																										
Non-anti-LGBT+ content	Bala Prince 	 Support panradhu ennakku Oru kadamai mathiri ma	 Ennoda kadamai ha naan seirathuku ennakku edhukku thanks ellam																								
Non-anti-LGBT+ content	Super bro 👏👏👏																										
Non-anti-LGBT+ content	Pratap subramanyam nee irukura yedathuku yenna yenda kopudra? Nee konja naal anga iru. paavam yaaru petha pullayo.																										
Homophobic	Podi loosu ! Its all against nature !																										
Non-anti-LGBT+ content	@Shandhini K  avare paitiyam sonnathuku evalo kovam varuthe.aparom entha thairiyathula avangala soldriga																										
Non-anti-LGBT+ content	Ellam pasangalum ungalukku suck Pannanganu solringala nenga enna avlo periya aan azhagana  illa ulagathulaye ungalukkuthan peariya sunniya																										
Non-anti-LGBT+ content	Vara level act bro...																										
Non-anti-LGBT+ content	Hello friends ennoda channel parunga puditcha support pannunga																										
Non-anti-LGBT+ content	Super bro 👌....💯 semma																										
Non-anti-LGBT+ content	Elam thapu nu solringa .. loose ah neenga ethu oru person oda manasu samatha pata. Visaiyam elam ponnungalum neenga paiyan nala love panala ok va ne avangaluku pudicha mari erukingala nu than papanga ... Ethula culture loose mathiri ezhuthutu varinga...ethu ketalam nama cluture,caste,religion ana jana gana mana pota elarum indian aiduvom athanae																										
Non-anti-LGBT+ content	Semma video nanba 🥺🥺🥺🥺																										
Non-anti-LGBT+ content	Vere level bro																										
Non-anti-LGBT+ content	Ha ha... 2.2k likes...😂😂👌																										
Non-anti-LGBT+ content	Super.. I like that.. 👨‍❤️‍👨👩‍❤️‍👩																										
Non-anti-LGBT+ content	loh jen# ur there sis...																										
Transphobic	Entha naikalai suttu kollanum																										
Non-anti-LGBT+ content	Vera level bro																										
Non-anti-LGBT+ content	Yenna solluthunga nae purilA																										
Non-anti-LGBT+ content	Antha Akka nalla irukanum🙏🙏																										
Non-anti-LGBT+ content	ithu iyargaithaan ivargal mana alavil aangale ithu iyargai avargalukku kututhathu. en annan (maalini) athai natraagaa sonnaargal. iyargai thaa en kadavul en annan num iyargai pataipe. So, en annanin happy enakum en kadavullukkum makiltchiye.. annaa I fully support you...																										
Non-anti-LGBT+ content	2 part enga??																										
Non-anti-LGBT+ content	ok dude i ill try																										
Non-anti-LGBT+ content	so cute akka																										
Non-anti-LGBT+ content	Antha Amma Manasu Thaan Sir Kadavul 🖤✨																										
Non-anti-LGBT+ content	#MASS promo  Super bro  * I AM WAITING *																										
Non-anti-LGBT+ content	@Ayy Ar  sappittingala machan. Work mudinjata. I am so fee about you.kayappadda en manasukku oru nalla maruntai Sol bujjima.																										
Non-anti-LGBT+ content	Na nenaichi kuda pakkala entha Short film entha alavoku nalla irukkunu....semma vera level film.......I  love gay life😘......I like it😍😍......pls next Short film ku alu theva patta enna kupuduga....pls																										
Non-anti-LGBT+ content	தலைவா ni kuttitu poga kuttitu poga nu sollum bodhu chinna குழந்தை ga park ku kuttitu poga nu solli adam pidikura mari iruku vara lavel prank thalaiva ni																										
Homophobic	Podi lusu..un pecha keta irritatinga iruku ellam therinja genius mathiri pesura...gay lesbian ulagathula uruvaaganumna avargal thai thanthaiku pirakkakudathu...thai thanthaiku piranthavargal gay lesbianaga irukakudathu..avargal thai thanthaikum intha ulagathukum aruvaruppanavargal....ivargal thotruviyathi mathiri ivargalai makkaloda vaalavaithal ivargalai pola ilaingargal maarividuvargal piragu enna nadakumendru sinthithu paarungal...ivargalai othukividungal....oruvan pirakkumbothu lesbianaga gayaaga irupathillai...avargal  valarumbothu seium thavarugal than ithu..ivargal thavarana padangalai paarthu antha aasaiyai poorthi seivatharkku than inathavargalodu inaigirargal homosexku entha unarchiyum ilai ivargal seium thavarai niyapaduthugirargal... thirunangai pirakkumbothu appadi pirakkirargal athu iyarkai..aanal homosex ivargal nam naatirku saabakedu...																										
Non-anti-LGBT+ content	Evaruku keilvie keka thariyavillay																										
Non-anti-LGBT+ content	Ramrudhra theriuma  bro																										
Non-anti-LGBT+ content	sama enemaavagala yamatha thega																										
Non-anti-LGBT+ content	@Austin Shaji  enga veetla soru poduraanga adhuve enaku podhum and edhu kooda edha compare panreenga nu konjam yoischu compare pannunga!																										
Non-anti-LGBT+ content	Best video bro																										
Non-anti-LGBT+ content	Antha manasu than sir kadavul🙏																										
Non-anti-LGBT+ content	Did u try ??																										
Non-anti-LGBT+ content	That akka is very sweet hats of akka																										
Non-anti-LGBT+ content	Ungala la lgbt community ah yeathuka mudilina niga yeathuku sollringa velagi poyarla																										
Non-anti-LGBT+ content	Epdi bro neengalum poi join pannu po																										
Non-anti-LGBT+ content	Bro unga channel members um vera level																										
Non-anti-LGBT+ content	Anna super Anna......😘😘😘😘																										
Non-anti-LGBT+ content	Intha pennu Thiruvannamalai																										
Non-anti-LGBT+ content	@Taslim Umma  😊👍hmm																										
Non-anti-LGBT+ content	Very good akka																										
Non-anti-LGBT+ content	Thaliva vera level 👌👌																										
Non-anti-LGBT+ content	Namakku nnu onnu irukku la.. hahahaha																										
Non-anti-LGBT+ content	@Ayy Ar  good morning machan. Why dear en mela kovama.tappa etuvum elutiirunta pls i am very very sorry.pls don't het  me,besause i like you.																										
Non-anti-LGBT+ content	It's good that U didn't marry a girl..adhu romba romba kodumai ..adhuku ipdi irukardhu evlo vo mel																										
Non-anti-LGBT+ content	Ennama nee alaga eruka..																										
Homophobic	Nan ketavan dan ana indha mari kevalamanavan lam ila .....evlo age varaikum dee otha lesbian panva sollu ?? Homo sexual panrathu la ena inbam otha mental .......nee ena perumaiya knowledge  person ah irundalum periya iduva irundhalum thavaru thavaru dan ......40age la unkuda 40age aunty varvala ?? 60 age la uai kapatha 60age patti kuda irupangala ?? Rape panran avan tappu dan apo avanai manikalama ?? Apdidan neyum otha																										
Non-anti-LGBT+ content	Nan gay than																										
Non-anti-LGBT+ content	God bless you 🙏																										
Non-anti-LGBT+ content	Super bro 👌👌																										
Non-anti-LGBT+ content	Avanka pavam Nama Avankalukku yethachu pannanum but Nalla thirunankaikku																										
Non-anti-LGBT+ content	Ithellam nattuke kedu																										
Non-anti-LGBT+ content	Aiee wowwww akkkaaaa.....nengaa semmaqqq cuteeee ahhh irukingaa.....difference konjam kudaaa therialaiye.....enna vidaa alagaaa irukingaaaaa....... Smile pandrapaaaaa cuteeeee ahhh irukuuuuu...babiee maarii....																										
Non-anti-LGBT+ content	Super nanba nanu thirunangai pathi thappa  nenachita iruntha ippa avunga mela oru thani mariyatha vanthuruchi thanks namba																										
Non-anti-LGBT+ content	Ivaga ivlo cheap ah behavior panraga.																										
Non-anti-LGBT+ content	Who is malini?																										
Transphobic	Na oruthadava friends kooda car la okanthurnthen ithunga varatha na pakala doora open panni kaasu kodu illati asingam padithurvean nu sonna so na kaasu koduthutean ithu mathiri neraiya nadanthurku romba mosam ithunga saabam vidrathu... Kaasu illa nu sonna theva illama peasunga  ,																										
Non-anti-LGBT+ content	Thideerunu paaka aal simbu maathri irukapla																										
Non-anti-LGBT+ content	Seks  panna pala valigal iruntalum, nambaloda frendukuda fun panra inbame tanitan.(i mean,gay friend illama,nambalukku piditta friend kuda fun panratu really super.).atuvum katti pudicci lip kiss adiccikittu,orutar mela orutar nera  paduttukittu ,coach mela coach vachi adichi fuck panra sugam sollave mudiyatu..out pannum botu  tan teriyum atan sugam.(ITU oru difrandana fuck)..yaravatu try panni irukkingala.																										
Homophobic	Innaiku pullaga rottula pona Kaiya pudichu ilukaranga...  Naalaiku Pasanga pona ilupanga athaum ippa Marie Kai katte waydika pakkawayndithu thaan.																										
Non-anti-LGBT+ content	Vera level bro																										
Non-anti-LGBT+ content	Feeling ah irruku																										
Non-anti-LGBT+ content	Idha thappunu solravangaludaya vazhkai latchanangalai dhan dhinamum tv layu news magazine layu apatama kaatitu irukangale 	 Inga irukradhunga athanayu birany sundharangalum abiramingalum dhan 	 Idhungaluku ozhukamna ennnu theryala unmaiyana anbum kedaikradhila 	 Idhunga onna onna yemathikitu sagudhunga 	 WatchThe other love story ' web series you tube la varudhu 	 Idhu mirugangaluku illai 	 Only for lesbians																				
Non-anti-LGBT+ content	Melum melum valara vazhthukkal nanbaa.unga all videos super.all the best 😍💕	 Iam kanagaraj from Europe																									
Non-anti-LGBT+ content	Thrunaigai number eruintha anupu ga																										
Non-anti-LGBT+ content	vera level bro																										
Non-anti-LGBT+ content	@rajesh kanna  hi. Dear.rply.me.pls																										
Non-anti-LGBT+ content	Kanchana seen mass😎																										
Non-anti-LGBT+ content	Akka Neega Oru angel Akka love you so much 😊																										
Non-anti-LGBT+ content	Ponnungalae perusua eduthukala I suprise y these boys are judgmental																										
Non-anti-LGBT+ content	We have ranju renjimar	 @renjuranjimar	 Love from kerala💕																								
Non-anti-LGBT+ content	@Kadhayalla Nijam  unga v2la yarathu ipdi dress potutu irupangala																										
Non-anti-LGBT+ content	Dai ..stop doing fake prank..loose ko..																										
Non-anti-LGBT+ content	Love u so macha																										
Non-anti-LGBT+ content	urimaiku poradure evanga ,evalavu mell																										
Homophobic	swetha k Nee ingayum wanthutiya homo 9 !! Homo ku over support ah irukke sari illaye 👎🏽 un koodhiya kilicha taan sari																										
Non-anti-LGBT+ content	God bless u akka																										
Non-anti-LGBT+ content	jaf ran  support pandravanga ellam gay illada mental																										
Non-anti-LGBT+ content	Ellaarum Ungala maadri aaluku bayandhutu open aa solla maatraanga. India la 130 crore la 30 crore LGBT thaan.. Aana adha open aa ellaarkitayum solradhu enna maadri konjam per thaan..																										
Non-anti-LGBT+ content	iva oru eacha poromboku																										
Non-anti-LGBT+ content	Saniyenku  per sana wam munjiyum moharayum																										
Non-anti-LGBT+ content	@prashanth sha  adhai ningal dhan kuravendu																										
Non-anti-LGBT+ content	Vera level anna 🤣🤣🤣🤣🤣 editor 👏👏👏👏👏👏👏👏👏👏																										
Non-anti-LGBT+ content	Antha Akka ku avalavu Nalla manasu iruku god bless her Nama ellarumae tappa tan pakkurom but nallavangalum irukanga nu ivanga oru utharanam....																										
Non-anti-LGBT+ content	Yarne thryama ethuku comment panra																										
Non-anti-LGBT+ content	Neega vesti sokka podunga																										
Non-anti-LGBT+ content	unmaithan.namma Bible la kadaisi nal la yennalam nadakum nu yesappa sonagalo athuthan eppa nadakuthu.ethuku enna adaiyalam na yesappa mendum pumikku  vara poranganu than adaiyalam.																										
